vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
12/24/21,0.000491,0,0,309.64,35.45,480.51,0,155.59,0,0,0
12/25/21,0.000491,0,0,309.64,35.45,480.51,0,155.59,0,0,0
12/26/21,0.000491,0,0,309.64,35.45,480.51,0,155.59,0,0,0
12/27/21,0.000519,0,0,313.15,35.85,505,0,182,0,0,0
12/28/21,0.000412,0,0,273.08,31.26,402.06,0,123.09,0,0,0
12/29/21,0.000412,0,0,273.08,31.26,402.06,0,123.09,0,0,0
12/30/21,0.000412,0,0,273.08,31.26,402.06,0,123.09,0,0,0
12/31/21,0.000412,0,0,273.08,31.26,402.06,0,123.09,0,0,0
1/1/22,0.000412,0,0,273.08,31.26,402.06,0,123.09,0,0,0
1/2/22,0.002444,0,0,469.09,53.7,3073.52,1,1025.13,0,0,0
1/3/22,0.000563,0,0,107.98,12.36,705.72,2,235.97,0,0,0
1/4/22,0.000814,0,0,156.17,17.88,1020.58,3,341.29,0,0,0
1/5/22,0.000814,0,0,156.17,17.88,1019.58,4,341.29,0,0,0
1/6/22,0.000957,0,0,183.56,21.01,1198.12,5,401.16,0,0,0
1/7/22,0.001025,0,0,196.75,22.52,1283.56,6,429.97,0,0,0
1/8/22,0.000681,0,0,130.68,14.96,849.52,7,285.59,0,0,0
1/9/22,0.000681,0,0,130.68,14.96,848.52,8,285.59,0,0,0
1/10/22,0.000605,0,0,116.12,13.29,752.09,9,253.77,0,0,0
1/11/22,0.00104,0,0,199.67,22.86,1298.7,10,436.36,0,0,0
1/12/22,0.001031,0,0,197.9,22.66,1286.1,11,432.49,0,0,0
1/13/22,0.000662,0,0,127.07,14.55,820.88,12,277.7,0,0,0
1/14/22,0.000662,0,0,127.07,14.55,819.88,13,277.7,0,0,0
1/15/22,0.000662,0,0,127.07,14.55,818.88,14,277.7,0,0,0
1/16/22,0.000662,0,0,127.07,14.55,817.88,15,277.7,0,0,0
1/17/22,0.001105,0,0,212.15,24.29,1374.5,16,463.63,0,0,0
1/18/22,0.000853,0,0,163.74,18.74,1056.18,17,357.83,0,0,0
1/19/22,0.000711,0,0,136.39,15.61,875.93,18,298.06,0,0,0
1/20/22,0.000725,0,0,139.13,15.93,892.91,19,304.06,0,0,0
1/21/22,0.000712,0,0,136.61,15.64,875.38,20,298.55,0,0,0
1/22/22,0.000712,0,0,136.61,15.64,874.38,21,298.55,0,0,0
1/23/22,0.000375,0,0,71.96,8.24,449.62,22,157.25,0,0,0
1/24/22,0.000428,0,0,82.13,9.4,515.33,23,179.49,0,0,0
1/25/22,0.00066,0,0,126.74,14.51,806.7,24,276.98,0,0,0
1/26/22,0.000596,0,0,114.35,13.09,724.49,25,249.9,0,0,0
1/27/22,0,0,0,0,0,0,0,0,0,0,0
1/28/22,0.000523,0,0,100.37,11.49,657.83,0,219.34,0,0,0
1/29/22,0.00061,0,0,117.1,13.4,767.47,0,255.9,0,0,0
1/30/22,0.000379,0,0,72.75,8.33,476.84,0,158.99,0,0,0
1/31/22,0.000604,0,0,115.94,13.27,759.93,0,253.38,0,0,0
2/1/22,0.000462,0,0,88.6,10.14,580.68,0,193.61,0,0,0
2/2/22,0.000483,0,0,92.67,10.61,607.36,0,202.51,0,0,0
2/3/22,0.000493,0,0,94.53,10.82,619.55,0,206.57,0,0,0
2/4/22,0.000334,0,0,64.17,7.35,420.57,0,140.23,0,0,0
2/5/22,0.00025,0,0,47.97,5.49,314.41,0,104.83,0,0,0
2/6/22,0.00025,0,0,47.97,5.49,314.41,0,104.83,0,0,0
2/7/22,0.000227,0,0,43.63,5,285.99,0,95.36,0,0,0
2/8/22,0.000362,0,0,69.39,7.94,454.8,0,151.64,0,0,0
2/9/22,0.000337,0,0,64.61,7.4,423.47,0,141.2,0,0,0
2/10/22,0.000336,0,0,64.52,7.39,422.89,0,141,0,0,0
2/11/22,0.00033,0,0,63.28,7.24,414.77,0,138.3,0,0,0
2/12/22,0.000338,0,0,64.88,7.43,425.21,0,141.78,0,0,0
2/13/22,0.000283,0,0,54.34,6.22,356.18,0,118.76,0,0,0
2/14/22,0.000215,0,0,41.33,4.73,270.91,0,90.33,0,0,0
2/15/22,0.000275,0,0,52.84,6.05,346.32,0,115.47,0,0,0
2/16/22,0.000315,0,0,60.45,6.92,396.21,0,132.11,0,0,0
2/17/22,0.000293,0,0,56.29,6.44,368.94,0,123.02,0,0,0
2/18/22,0.000249,0,0,47.79,5.47,313.25,0,104.45,0,0,0
2/19/22,0.000266,0,0,51.04,5.84,334.52,0,111.54,0,0,0
2/20/22,0.000266,0,0,51.04,5.84,334.52,0,111.54,0,0,0
2/21/22,0.000266,0,0,51.04,5.84,334.52,0,111.54,0,0,0
2/22/22,0.000229,0,0,43.99,5.04,288.31,0,96.13,0,0,0
2/23/22,0.000435,0,0,83.46,9.55,547.03,0,182.4,0,0,0
2/24/22,0,0,0,0,0,0,0,0,0,0,0
2/25/22,0.000409,0,0,78.51,8.99,514.55,0,171.56,0,0,0
2/26/22,0.000181,0,0,34.69,3.97,227.4,0,75.82,0,0,0
2/27/22,0.00019,0,0,36.38,4.16,238.42,0,79.5,0,0,0
2/28/22,0.000119,0,0,22.83,2.61,149.67,0,49.9,0,0,0
3/1/22,0.000175,0,0,33.63,3.85,220.44,0,73.5,0,0,0
3/2/22,0.000189,0,0,36.24,4.15,237.55,0,79.21,0,0,0
3/3/22,0.000189,0,0,36.24,4.15,237.55,0,79.21,0,0,0
3/4/22,0.000161,0,0,30.89,3.54,202.45,0,67.5,0,0,0
3/5/22,0.000158,0,0,30.27,3.47,198.39,0,66.15,0,0,0
3/6/22,0.000214,0,0,41.16,4.71,269.75,0,89.94,0,0,0
3/7/22,0.000093,0,0,17.88,2.05,117.18,0,39.07,0,0,0
3/8/22,0.000184,0,0,35.23,4.03,230.88,0,76.98,0,0,0
3/9/22,0.000189,0,0,36.29,4.15,237.84,0,79.3,0,0,0
3/10/22,0.000172,0,0,33.1,3.79,216.96,0,72.34,0,0,0
3/11/22,0.000171,0,0,32.84,3.76,215.22,0,71.76,0,0,0
3/12/22,0.000203,0,0,39.03,4.47,255.82,0,85.3,0,0,0
3/13/22,0.000116,0,0,22.3,2.55,146.18,0,48.74,0,0,0
3/14/22,0.000073,0,0,14.07,1.61,92.24,0,30.75,0,0,0
3/15/22,0.000151,0,0,28.94,3.31,189.69,0,63.25,0,0,0
3/16/22,0.00015,0,0,28.85,3.3,189.11,0,63.06,0,0,0
3/17/22,0.000224,0,0,43.01,4.92,281.93,0,94,0,0,0
3/18/22,0.000224,0,0,43.01,4.92,281.93,0,94,0,0,0
3/19/22,0.000136,0,0,26.11,2.99,171.13,0,57.06,0,0,0
3/20/22,0.000141,0,0,26.99,3.09,176.93,0,58.99,0,0,0
3/21/22,0.000046,0,0,8.76,1,57.43,0,19.15,0,0,0
3/22/22,0.000129,0,0,24.78,2.84,162.43,0,54.16,0,0,0
3/23/22,0.00016,0,0,30.62,3.51,200.71,0,66.92,0,0,0
3/24/22,0.00015,0,0,28.85,3.3,189.11,0,63.06,0,0,0
3/25/22,0.000159,0,0,30.45,3.49,199.55,0,66.54,0,0,0
3/26/22,0.000108,0,0,20.71,2.37,135.74,0,45.26,0,0,0
3/27/22,0.000137,0,0,26.29,3.01,172.29,0,57.45,0,0,0
3/28/22,0.000086,0,0,16.55,1.89,108.48,0,36.17,0,0,0
3/29/22,0.000102,0,0,19.56,2.24,128.2,0,42.75,0,0,0
