vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
9/7/22,0.000865,0,0,537.37,61.52,947.09,0,208.88,0,0,0
9/8/22,0.001069,0,0,778.45,89.12,1014.07,0,284.51,0,0,0
9/9/22,0.000319,0,0,201.27,23.04,312.33,0,101.13,0,0,0
9/10/22,0.000319,0,0,201.27,23.04,312.33,0,101.13,0,0,0
9/11/22,0.000319,0,0,201.27,23.04,312.33,0,101.13,0,0,0
9/12/22,0.000319,0,0,201.27,23.04,312.33,0,101.13,0,0,0
9/13/22,0.000337,0,0,203.55,23.3,328.25,0,118.3,0,0,0
9/14/22,0.000268,0,0,177.5,20.32,261.34,0,80.01,0,0,0
9/15/22,0.000268,0,0,177.5,20.32,261.34,0,80.01,0,0,0
9/16/22,0.000268,0,0,177.5,20.32,261.34,0,80.01,0,0,0
